
Working Box Barcode: SA00842063              Storage Box Barcode: 
  ,1,2,3,4,5,6,7,8,9,10,11,12
A,FD14694868,FD14694860,FD14694852,FD14694844,FD14694836,FD14694828,FD14694820,FD14694812,FD14694804,FD14694796,FD14694788,FD14694780
B,FD14694867,FD14694859,FD14694851,FD14694843,FD14694835,FD14694827,FD14694819,FD14694811,FD14694803,FD14694795,FD14694787,FD14694779
C,FD14694866,FD14694858,FD14694850,FD14694842,FD14694834,FD14694826,FD14694818,FD14694810,FD14694802,FD14694794,FD14694786,FD14694778
D,FD14694865,FD14694857,FD14694849,FD14694841,FD14694833,FD14694825,FD14694817,FD14694809,FD14694801,FD14694793,FD14694785,FD14694777
E,FD14694864,FD14694856,FD14694848,FD14694840,FD14694832,FD14694824,FD14694816,FD14694808,FD14694800,FD14694792,FD14694784,FD14694776
F,FD14694863,FD14694855,FD14694847,FD14694839,FD14694831,FD14694823,FD14694815,FD14694807,FD14694799,FD14694791,FD14694783,FD14694775
G,FD14694862,FD14694854,FD14694846,FD14694838,FD14694830,FD14694822,FD14694814,FD14694806,FD14694798,FD14694790,FD14694782,FD14694774
H,FD14694861,FD14694853,FD14694845,FD14694837,FD14694829,FD14694821,FD14694813,FD14694805,FD14694797,FD14694789,FD14694781,FD14694773
