
Working Box Barcode: FH00009651              Storage Box Barcode: 
  ,1,2,3,4,5,6,7,8,9,10,11,12
A,FD16067085,FD16067093,FD16067101,FD16067109,FD16067117,FD16067125,FD16067133,FD16067141,FD16067149,FD16067157,FD16067165,FD16067173
B,FD16067086,FD16067094,FD16067102,FD16067110,FD16067118,FD16067126,FD16067134,FD16067142,FD16067150,FD16067158,FD16067166,FD16067174
C,FD16067087,FD16067095,FD16067103,FD16067111,FD16067119,FD16067127,FD16067135,FD16067143,FD16067151,FD16067159,FD16067167,FD16067175
D,FD16067088,FD16067096,FD16067104,FD16067112,FD16067120,FD16067128,FD16067136,FD16067144,FD16067152,FD16067160,FD16067168,FD16067176
E,FD16067089,FD16067097,FD16067105,FD16067113,FD16067121,FD16067129,FD16067137,FD16067145,FD16067153,FD16067161,FD16067169,FD16067177
F,FD16067090,FD16067098,FD16067106,FD16067114,FD16067122,FD16067130,FD16067138,FD16067146,FD16067154,FD16067162,FD16067170,FD16067178
G,FD16067091,FD16067099,FD16067107,FD16067115,FD16067123,FD16067131,FD16067139,FD16067147,FD16067155,FD16067163,FD16067171,FD16067179
H,FD16067092,FD16067100,FD16067108,FD16067116,FD16067124,FD16067132,FD16067140,FD16067148,FD16067156,FD16067164,FD16067172,FD16067180
