
Working Box Barcode: FH00009676              Storage Box Barcode: 
  ,1,2,3,4,5,6,7,8,9,10,11,12
A,FD16069487,FD16069495,FD16069503,FD16069511,FD16069519,FD16069527,FD16069535,FD16069543,FD16069551,FD16069559,FD16069567,FD16069575
B,FD16069488,FD16069496,FD16069504,FD16069512,FD16069520,FD16069528,FD16069536,FD16069544,FD16069552,FD16069560,FD16069568,FD16069576
C,FD16069489,FD16069497,FD16069505,FD16069513,FD16069521,FD16069529,FD16069537,FD16069545,FD16069553,FD16069561,FD16069569,FD16069577
D,FD16069490,FD16069498,FD16069506,FD16069514,FD16069522,FD16069530,FD16069538,FD16069546,FD16069554,FD16069562,FD16069570,FD16069578
E,FD16069491,FD16069499,FD16069507,FD16069515,FD16069523,FD16069531,FD16069539,FD16069547,FD16069555,FD16069563,FD16069571,FD16069579
F,FD16069492,FD16069500,FD16069508,FD16069516,FD16069524,FD16069532,FD16069540,FD16069548,FD16069556,FD16069564,FD16069572,FD16069580
G,FD16069493,FD16069501,FD16069509,FD16069517,FD16069525,FD16069533,FD16069541,FD16069549,FD16069557,FD16069565,FD16069573,FD16069581
H,FD16069494,FD16069502,FD16069510,FD16069518,FD16069526,FD16069534,FD16069542,FD16069550,FD16069558,FD16069566,FD16069574,FD16069582
