
Working Box Barcode: FH00009652              Storage Box Barcode: 
  ,1,2,3,4,5,6,7,8,9,10,11,12
A,FD16067181,FD16067189,FD16067197,FD16067205,FD16067213,FD16067221,FD16067229,FD16067237,FD16067245,FD16067253,FD16067261,FD16067269
B,FD16067182,FD16067190,FD16067198,FD16067206,FD16067214,FD16067222,FD16067230,FD16067238,FD16067246,FD16067254,FD16067262,FD16067270
C,FD16067183,FD16067191,FD16067199,FD16067207,FD16067215,FD16067223,FD16067231,FD16067239,FD16067247,FD16067255,FD16067263,FD16067271
D,FD16067184,FD16067192,FD16067200,FD16067208,FD16067216,FD16067224,FD16067232,FD16067240,FD16067248,FD16067256,FD16067264,FD16067272
E,FD16067185,FD16067193,FD16067201,FD16067209,FD16067217,FD16067225,FD16067233,FD16067241,FD16067249,FD16067257,FD16067265,FD16067273
F,FD16067186,FD16067194,FD16067202,FD16067210,FD16067218,FD16067226,FD16067234,FD16067242,FD16067250,FD16067258,FD16067266,FD16067274
G,FD16067187,FD16067195,FD16067203,FD16067211,FD16067219,FD16067227,FD16067235,FD16067243,FD16067251,FD16067259,FD16067267,FD16067275
H,FD16067188,FD16067196,FD16067204,FD16067212,FD16067220,FD16067228,FD16067236,FD16067244,FD16067252,FD16067260,FD16067268,FD16067276
